price,room_bed,room_bath,living_measure,lot_measure,ceil,sight,basement,zipcode,living_measure15,lot_measure15,age_sold,age_since_renovation,class,major_cities
730000,3,2.5,1.9636363636363636,1.6725684720178478,1.0,0,1.1071428571428572,98103,1.0689655172413792,1.1317602839841303,0.01708946241696451,0.0,B,Seattle
207000,2,1.5,0.9709090909090909,0.21986993876679167,2.0,0,0.0,98028,1.239080459770115,0.2668615577364794,0.5499499260375417,0.0,B,Kenmore
750000,3,1.0,1.018181818181818,1.6232021645227133,1.0,0,0.0,98004,1.6551724137931034,1.804134474838171,1.3911189922729905,0.0,B,Bellevue
595000,2,2.0,1.3727272727272728,0.7594816537713011,1.0,0,0.8928571428571429,98103,2.206896551724138,0.8352474420547087,2.5340732641792005,0.0,B,Seattle
338000,4,3.0,1.9,1.4240281008211895,1.0,0,1.2857142857142858,98056,2.0804597701149423,1.5974107329296303,0.6361506445299939,0.0,B,Renton
500000,3,2.0,1.4181818181818182,0.219490197939906,3.0,0,0.0,98122,1.793103448275862,0.36082689496763415,0.020507354900357412,0.0,B,Seattle
834000,4,2.5,2.1545454545454548,0.7594816537713011,1.5,2,0.6964285714285714,98144,2.8045977011494254,1.2006681979536438,1.9204145572818567,0.0,B,Seattle
1450000,3,2.75,3.581818181818182,1.8362367684055632,1.0,4,3.2142857142857144,98006,3.896551724137931,1.9544790144080184,1.053041648673729,0.0,A,Bellevue
432000,4,1.75,2.190909090909091,1.5949114729197322,1.0,0,1.4464285714285714,98011,2.1264367816091956,1.7540196283148883,0.8107204219075884,0.0,B,Bothell
1100000,4,4.0,3.4272727272727272,1.689656809227702,2.0,0,1.4821428571428572,98074,3.793103448275862,1.73480893714763,0.19125497294168453,0.0,A,Sammamish
325000,3,1.5,1.4454545454545455,1.5068116010822614,1.0,0,0.0,98106,1.8275862068965518,1.657130925036542,1.3051571587390551,0.0,B,Seattle
460000,3,1.75,1.3818181818181818,1.4620021835097545,1.0,0,1.25,98034,1.632183908045977,1.6024222175819587,1.0184584569869257,0.0,B,Kirkland
1570000,5,4.5,5.5181818181818185,2.7969810604262593,2.0,0,0.0,98059,5.459770114942529,2.798914178325329,0.23905034041106593,0.0,A,Renton
415000,4,2.5,2.6281818181818184,1.2339678169649215,2.0,0,0.0,98001,2.9310344827586206,1.7504698266861558,0.015233510046950083,0.0,B,Auburn
905000,4,2.25,2.036363636363636,0.9493520672141263,2.0,0,0.8392857142857143,98122,2.4367816091954024,1.044059302568386,2.5417175828517355,1.0,B,Seattle
759950,3,2.5,2.8181818181818183,4.517017135804813,2.0,0,0.0,98075,2.586206896551724,8.530799749425768,0.2740745504828233,0.0,B,Sammamish
600000,2,2.0,1.1545454545454545,0.9493520672141263,1.0,0,0.0,98107,2.5172413793103448,1.044059302568386,1.5716608936135026,0.0,C,Seattle
282900,4,2.5,1.5545454545454545,0.6645464470498884,2.0,0,0.0,98002,1.9655172413793103,0.7308415117978702,0.01508650391863211,0.0,B,Auburn
272000,3,2.0,1.0909090909090908,1.082261356624104,1.0,0,0.0,98178,1.367816091954023,1.3330549175193152,1.6006578524242232,0.0,B,Seattle
243800,3,1.0,1.0363636363636364,5.27080267717283,1.0,0,0.0,98027,1.9425287356321839,18.22927542284402,0.7373276123448397,0.0,B,Issaquah
448000,3,3.25,1.4181818181818182,0.2553757060806,2.0,0,0.5357142857142857,98126,1.793103448275862,1.0022969304656504,0.1382225121509753,0.0,B,Seattle
350000,4,2.75,2.090909090909091,0.6028385626809702,1.5,0,1.7142857142857142,98144,1.4482758620689655,0.662977657130925,1.0750190648572664,0.0,C,Seattle
255000,3,2.5,1.5636363636363637,1.1771965633455166,2.0,0,0.0,98022,1.9655172413793103,1.9878889120902068,0.026258969670798153,0.0,B,Enumclaw
384000,5,2.75,2.9272727272727272,1.5493425736934543,2.0,0,0.0,98001,3.3057471264367817,2.4057214449780746,0.34572166227179596,0.0,B,Auburn
129000,2,1.0,1.0454545454545454,5.731048559358238,1.0,0,0.0,98055,1.9195402298850575,4.110252662351222,1.4206672240649034,0.0,C,Renton
469000,4,2.75,3.227272727272727,2.6464138225660987,1.0,0,2.5892857142857144,98188,2.3563218390804597,1.8793067446230947,1.0861364033113132,0.0,B,Seattle
100000,2,1.0,0.7,3.291213746617933,1.0,0,0.0,98001,1.7011494252873562,3.6195447901440803,0.8051525647975452,0.0,B,Auburn
265000,3,1.5,1.1727272727272726,1.3480799354440594,1.0,0,0.0,98198,1.4942528735632183,1.4998955940697432,1.3399792353843754,0.0,C,Seattle
277500,3,2.5,2.381818181818182,0.8654293444723976,2.0,3,0.0,98022,1.9195402298850575,0.9517644602213405,0.10689183105320704,0.0,B,Enumclaw
1660000,4,2.75,3.2,3.645511938102245,1.0,4,2.8035714285714284,98136,2.8160919540229883,1.4616830235957403,1.4060033627651853,0.0,A,Seattle
592500,4,2.5,3.0636363636363635,6.6739450325153085,1.0,0,2.857142857142857,98027,3.3563218390804597,8.61160993944456,0.47626310421815715,0.0,B,Issaquah
385000,4,2.5,1.4727272727272727,1.0025157829781175,2.0,0,0.0,98146,1.8275862068965518,1.1025266235122155,2.0015251885812995,43.0,B,Seattle
329000,4,2.5,1.4545454545454546,1.284473346940713,1.0,0,1.375,98106,1.839080459770115,1.8671956567133012,1.4851110355662955,3.0,B,Seattle
720000,3,2.0,1.4454545454545455,0.9873261499026914,1.0,0,0.48214285714285715,98103,1.8620689655172413,1.0753810816454374,1.6795817675649356,0.0,B,Seattle
680000,3,1.75,1.6,1.5949114729197322,1.0,0,0.5357142857142857,98136,2.2758620689655173,1.7540196283148883,1.2001029042898228,0.0,B,Seattle
260000,4,2.5,1.6272727272727272,0.8274552617838326,2.0,0,0.0,98031,2.057471264367816,0.8989350595113802,0.481647203667803,0.0,B,Kent
684680,4,2.25,2.1545454545454548,1.7771870698248446,2.0,0,0.0,98052,2.7241379310344827,2.029651284192942,0.7810986870515165,0.0,B,Redmond
374000,2,1.0,1.0363636363636364,1.0727678359519628,1.0,1,0.2857142857142857,98116,1.4022988505747127,1.1902276049279599,2.0876524040095923,0.0,C,Seattle
221900,2,1.0,0.7090909090909091,1.2772582712298857,1.0,0,0.0,98168,2.1379310344827585,2.114011275840468,1.670614393737539,0.0,C,Seattle
1450000,3,4.5,3.609090909090909,4.731570702995206,2.0,2,1.2678571428571428,98034,3.0,2.889538525788265,0.8453036135943918,16.0,A,Kirkland
645000,4,2.0,2.5272727272727273,2.199268998908245,1.0,3,2.8392857142857144,98125,2.9655172413793105,2.138442263520568,1.3231837852240467,0.0,B,Seattle
224000,3,1.75,1.3636363636363635,2.272369108083733,1.0,0,0.0,98010,1.5172413793103448,2.360200459386093,0.009647277170867061,0.0,C,Black Diamond
675000,4,2.5,2.1545454545454548,1.837755731713106,2.0,0,0.0,98027,2.632183908045977,1.6588014199206516,0.6878049228677221,0.0,B,Issaquah
323000,3,2.5,1.7181818181818183,1.2455499121849338,2.0,0,0.0,98038,2.7471264367816093,1.5807057840885361,0.2684883176067403,0.0,B,Maple Valley
630100,4,2.75,1.7363636363636363,2.1561684150567237,1.0,0,1.3392857142857142,98033,2.0344827586206895,2.371476299853832,0.8420327272393169,0.0,B,Kirkland
673000,4,2.25,2.3545454545454545,1.555038686096739,2.0,0,0.0,98006,2.5977011494252875,1.7404468573814993,0.764946388702579,0.0,B,Bellevue
471000,3,1.75,1.490909090909091,1.9220581952817202,1.0,0,0.5357142857142857,98011,2.5402298850574714,2.266026310294425,0.8419408484091182,0.0,B,Bothell
399950,3,1.5,1.8909090909090909,0.9956804480941758,1.0,0,1.5892857142857142,98125,2.1264367816091956,1.457924410106494,1.2220435689412803,0.0,B,Seattle
429950,4,2.5,2.109090909090909,0.8589737504153415,2.0,0,0.0,98059,2.67816091954023,0.9446648569638756,0.2389952131129467,0.0,B,Renton
575000,2,1.0,1.1181818181818182,0.5175867470451417,1.5,0,0.625,98117,1.9655172413793103,0.7830444769262894,2.087909664734149,0.0,B,Seattle
630000,3,2.5,2.109090909090909,6.22243318934827,2.0,0,0.0,98053,3.0,6.954479014408018,0.500078097005669,0.0,B,Redmond
778000,3,2.25,2.0545454545454547,6.28091327668866,1.0,0,1.0178571428571428,98005,3.471264367816092,7.369179369388181,0.8989240988983729,0.0,A,Bellevue
775000,4,2.75,2.4909090909090907,1.1771965633455166,1.5,3,1.6428571428571428,98125,2.793103448275862,1.252871163082063,1.4904951350159412,0.0,B,Seattle
380000,4,2.5,2.2,0.9457445293587127,2.0,0,0.0,98038,2.781609195402299,1.044059302568386,0.13460248624114518,0.0,B,Maple Valley
249500,2,1.0,0.8181818181818182,0.8544168604927137,1.0,0,0.0,98055,0.9885057471264368,0.9396533723115473,1.4168818162607155,0.0,C,Renton
398950,4,3.0,2.727272727272727,1.955095647220772,2.0,0,0.0,98042,2.896551724137931,1.7469200250574233,0.25560690561287774,0.0,B,Kent
612000,3,3.0,2.118181818181818,1.9607917596240565,1.0,0,0.0,98034,2.528735632183908,0.9665901023178116,0.3716498681538787,0.0,B,Kirkland
294000,4,2.25,1.990909090909091,0.7112545687568235,2.0,0,0.0,98038,2.528735632183908,0.7498433911046147,0.21499646266503739,0.0,B,Maple Valley
287500,3,2.0,1.6,1.3570038448758721,1.0,0,1.5714285714285714,98055,1.9770114942528736,1.4923783670912507,1.7479028657007143,0.0,B,Renton
379900,4,2.5,2.8918181818181816,1.1071343807851142,2.0,0,0.0,98003,2.363218390804598,5.0935477135101275,0.024274386938505504,0.0,B,Federal Way
529900,5,2.25,2.7545454545454544,1.7904779987658423,2.0,0,0.7678571428571429,98133,2.5632183908045976,1.7592399248277302,1.1852552853297074,0.0,B,Seattle
325000,3,1.75,0.9181818181818182,1.3615607347985,1.0,0,0.0,98034,1.4367816091954022,1.5786176654833994,1.0476575492240834,0.0,B,Kirkland
605000,3,2.5,2.690909090909091,3.53158969003655,2.0,0,0.0,98166,3.1494252873563218,3.2743787847149717,0.7850862282821416,0.0,B,Seattle
215000,3,1.75,1.1636363636363636,1.901742061043338,1.0,0,0.0,98003,1.9195402298850575,2.038839006055544,0.8788210108508899,0.0,B,Federal Way
270000,3,2.5,1.2272727272727273,0.22575592158351926,2.0,0,0.48214285714285715,98106,1.4942528735632183,0.24681561912716643,0.18050514980843266,0.0,B,Seattle
325000,3,2.5,1.7,1.8654768120757583,1.0,0,1.1071428571428572,98045,1.5862068965517242,2.3961160993944457,0.45586600391403825,0.0,B,North Bend
574000,4,2.5,2.9454545454545453,4.328096074429202,2.0,0,0.0,98053,2.954022988505747,6.214449780747547,0.3714293589614017,0.0,B,Redmond
496000,2,1.0,0.8181818181818182,1.7582000284805621,1.0,0,0.0,98107,1.4137931034482758,1.4435163917310503,1.5105063442332254,0.0,B,Seattle
537000,3,1.75,1.4090909090909092,1.908197655100394,1.0,0,0.0,98008,1.9770114942528736,2.0985591981624556,1.279045195196575,0.0,B,Bellevue
794500,5,3.0,2.7545454545454544,0.7822661033844401,1.5,0,1.9642857142857142,98115,1.471264367816092,0.6452286489872625,2.2514907340199746,0.0,B,Seattle
536500,4,1.75,1.8181818181818181,0.7594816537713011,1.5,0,0.9821428571428571,98126,1.6436781609195403,0.8352474420547087,1.947978206341477,0.0,B,Seattle
497500,5,1.5,1.9727272727272727,1.6347842597427256,1.0,0,1.6785714285714286,98008,1.9195402298850575,1.7978701190227604,1.2294673784213381,0.0,B,Bellevue
635000,4,2.5,2.272727272727273,1.9395262733184602,2.0,0,0.0,98075,3.32183908045977,2.1382334516600543,0.3808009996416726,0.0,B,Sammamish
454000,3,1.0,1.790909090909091,4.204490435277923,1.0,0,0.0,98065,2.264367816091954,2.818960116934642,0.9798693483034575,0.0,B,Snoqualmie
620000,4,3.0,1.9363636363636363,1.2009303650258698,1.0,0,1.2321428571428572,98116,1.4252873563218391,1.320735017749008,1.4663861299717933,0.0,B,Seattle
415000,3,1.75,0.9727272727272728,1.5189633075426021,1.0,0,0.0,98052,1.3793103448275863,1.6684067655042807,0.8254945378035449,0.0,B,Redmond
1110000,5,3.25,3.0454545454545454,0.7594816537713011,2.0,0,1.5,98105,1.8620689655172413,0.8352474420547087,0.3858910868346825,0.0,B,Seattle
417400,3,3.0,2.4363636363636365,2.3325580291451087,1.0,0,0.0,98055,3.0,1.9958237627897264,0.9906007956706697,0.0,B,Renton
525000,3,2.0,1.4545454545454546,3.138557934209902,1.0,0,0.0,98075,2.1264367816091956,8.562539152223847,1.0513510781980724,0.0,B,Sammamish
461500,5,3.25,2.5636363636363635,0.6218256040252528,2.0,0,1.0535714285714286,98118,3.0,0.6838588431822927,0.20261119635424804,0.0,B,Seattle
409950,3,1.75,1.2,1.1449185930602364,1.0,0,0.0,98052,2.1149425287356323,1.3708498642722906,1.003574086494731,0.0,B,Redmond
242000,2,1.0,0.8727272727272727,4.148668533725732,1.0,0,0.0,98032,1.1724137931034482,4.562539152223846,1.4886024311138473,0.0,C,Kent
600000,3,2.5,2.4363636363636365,8.353348839417098,2.0,0,0.0,98077,2.896551724137931,7.783879724368344,0.6377677119414916,0.0,B,Woodinville
767500,6,3.5,2.190909090909091,1.1392224806569515,2.0,4,0.3392857142857143,98136,2.2758620689655173,1.252871163082063,2.172364685452825,24.0,B,Seattle
469775,2,1.75,1.3909090909090909,1.3328903023686334,1.0,0,0.8928571428571429,98199,2.4022988505747125,1.3781582793902694,1.5991877911410433,0.0,B,Seattle
205000,3,1.0,1.018181818181818,1.5838989889400483,1.0,0,0.0,98042,1.367816091954023,1.39068699102109,0.8638447615284963,0.0,B,Kent
672000,3,1.0,1.1090909090909091,1.627759054445341,1.0,0,0.0,98004,1.5977011494252873,1.7901440801837545,1.3432684975054898,0.0,B,Bellevue
275000,2,1.0,0.8545454545454545,0.9493520672141263,1.0,0,0.0,98126,1.0804597701149425,1.044059302568386,1.4023833368553553,0.0,C,Seattle
385000,4,1.75,1.4727272727272727,0.9455546589452698,1.0,0,1.3571428571428572,98133,1.6091954022988506,1.0398830653581124,1.485000780970057,0.0,B,Seattle
1200000,5,2.75,3.3181818181818183,2.5247068875492475,2.0,0,1.6071428571428572,98040,3.3333333333333335,2.4155356024222177,1.0019570190832332,0.0,A,Mercer Island
691500,4,2.5,2.3636363636363638,1.3670669767883419,2.0,0,0.0,98115,2.057471264367816,1.2894132386719566,1.1576732605040474,12.0,B,Seattle
690000,4,2.0,2.0272727272727273,0.9493520672141263,1.5,0,1.2857142857142858,98144,2.4597701149425286,1.044059302568386,2.0474094763825472,0.0,B,Seattle
360000,3,1.5,1.2181818181818183,0.21075615892153604,2.0,0,0.5357142857142857,98117,1.4022988505747127,0.23178116517018166,0.34585029263407424,0.0,B,Seattle
220000,3,1.5,0.9727272727272728,1.7716808278350027,1.0,0,0.0,98155,1.7011494252873562,1.7540196283148883,1.2920552375527157,0.0,C,Seattle
630000,4,1.75,1.7545454545454546,1.938576921251246,1.5,2,0.4642857142857143,98125,3.1379310344827585,1.3781582793902694,1.6267330644346238,0.0,B,Seattle
232000,3,1.75,1.1727272727272726,1.2539042103764182,1.0,0,0.0,98023,1.6551724137931034,1.395280851952391,0.6766875844136753,0.0,B,Federal Way
330000,2,1.0,0.8,0.7594816537713011,1.0,0,0.17857142857142858,98117,1.0919540229885059,0.8352474420547087,1.7111329578551808,0.0,C,Seattle
320000,4,2.5,1.9363636363636363,1.8328191009635924,1.0,0,1.125,98031,2.2988505747126435,1.6679891417832533,0.821635626935198,0.0,B,Kent
1280000,6,5.25,5.6,5.219537665543267,2.0,0,3.7857142857142856,98074,4.85632183908046,1.9001879306744622,0.1677156166447689,0.0,A,Sammamish
498000,3,2.5,2.2545454545454544,0.7853040299995253,2.0,0,0.0,98059,2.8850574712643677,0.9008143662560033,0.12159244388500447,0.0,B,Renton
115000,2,1.0,0.9090909090909091,3.1374187117292447,1.0,0,0.0,98001,1.5517241379310345,2.1315514721236166,2.2474296897251906,0.0,C,Auburn
300000,4,2.5,1.9,0.9863767978354773,2.0,0,0.0,98031,2.4022988505747125,1.0933389016496138,0.16549214895395953,0.0,B,Kent
2300000,4,4.75,3.609090909090909,1.8565529026439456,2.0,2,1.0357142857142858,98119,4.563218390804598,1.766548339945709,1.9074045149257162,0.0,A,Seattle
750000,3,2.25,2.0454545454545454,1.0065030616604167,2.0,0,1.3214285714285714,98115,2.574712643678161,1.5034453956984757,0.8730693960804492,0.0,B,Seattle
499950,3,3.5,1.6545454545454545,0.3780319931646651,2.0,0,0.6964285714285714,98144,1.7816091954022988,0.30486531634996866,0.015104879684671857,0.0,B,Seattle
350000,4,1.75,1.6545454545454545,1.3158019651587791,1.0,2,0.8928571428571429,98178,2.0919540229885056,1.4251409480058468,1.387388711766922,0.0,B,Seattle
855000,5,3.25,3.109090909090909,1.0763753738073765,2.0,0,1.4285714285714286,98027,3.8045977011494254,1.2541240342451452,0.25551502678267907,0.0,B,Issaquah
699000,3,1.75,1.518181818181818,1.020553472255186,1.0,0,0.7142857142857143,98199,1.6781609195402298,1.2789726456462727,1.378458089471605,0.0,B,Seattle
500000,3,1.75,1.4272727272727272,1.6195946266672996,1.0,0,0.6785714285714286,98033,1.7586206896551724,1.8183336813531008,0.6964966602045223,0.0,B,Kirkland
310000,3,1.75,1.3545454545454545,1.7316181705985665,1.0,0,0.0,98059,1.5402298850574712,1.6788473585299646,1.2293387480590598,0.0,B,Renton
740000,3,2.5,2.690909090909091,1.7752883656904164,2.0,2,0.0,98008,3.4022988505747125,2.4524953017331383,0.8108674280359063,0.0,A,Bellevue
430000,3,2.5,2.1454545454545455,1.2719418996534866,2.0,0,0.0,98065,2.7126436781609193,0.9906034662768846,0.25779362177160764,0.0,B,Snoqualmie
339950,3,1.0,0.9545454545454546,1.025679973418142,1.5,0,0.0,98144,1.735632183908046,0.9782835665065776,2.389088470125599,0.0,B,Seattle
514000,3,1.5,1.4636363636363636,1.891868799544311,1.0,0,0.9464285714285714,98052,1.8505747126436782,2.0806013781582795,0.8434476612243774,0.0,B,Redmond
665000,4,2.75,2.2,1.348459676270945,1.0,0,1.3392857142857142,98177,1.8620689655172413,1.4829818333681353,1.5145857642940492,0.0,B,Seattle
375000,5,1.75,2.0272727272727273,1.4354203256277591,1.0,0,1.7857142857142858,98178,1.5862068965517242,1.371893923574859,1.2389492736978474,0.0,B,Seattle
750000,5,2.75,3.0272727272727273,2.355912089998576,1.0,0,2.8392857142857144,98074,3.1954022988505746,2.505742326164126,0.8655169562381133,0.0,A,Sammamish
630000,4,2.5,2.081818181818182,5.073337447192292,2.0,0,0.0,98177,2.632183908045977,5.579452912925454,0.8288756787548581,0.0,B,Seattle
465000,2,2.75,1.3,0.270565339156026,2.0,0,0.7767857142857143,98112,1.7241379310344827,0.3652119440384214,0.18588924925807845,0.0,B,Seattle
580000,6,1.75,1.981818181818182,0.7594816537713011,1.5,0,1.4285714285714286,98105,1.9770114942528736,0.8352474420547087,1.9571660893613503,0.0,B,Seattle
800000,3,2.75,2.018181818181818,0.7594816537713011,2.0,0,0.9285714285714286,98122,2.0689655172413794,0.8352474420547087,2.21628276628782,14.0,B,Seattle
410000,3,1.0,1.2818181818181817,0.9607442920206959,1.0,0,0.8928571428571429,98133,1.2988505747126438,1.1887659219043643,1.2882882055145677,0.0,B,Seattle
827000,3,2.5,1.6818181818181819,0.2525276498789576,2.5,0,0.5178571428571429,98115,2.0804597701149423,0.4324493631238254,0.24856898721965476,0.0,B,Seattle
447000,2,1.0,0.7727272727272727,0.5126501162956283,1.0,0,0.0,98105,1.8735632183908046,0.6264355815410315,2.0015251885812995,0.0,B,Seattle
169950,3,1.0,1.0727272727272728,1.866805904969858,1.0,0,0.0,98042,1.4022988505747127,2.065984547922322,0.9852166962210238,0.0,B,Kent
710000,4,3.5,2.590909090909091,0.5525229031186215,2.0,2,1.5714285714285714,98115,1.6781609195402298,0.8101900187930674,2.4330065509605934,19.0,B,Seattle
594000,4,2.75,2.4727272727272727,0.875872217211753,2.0,0,0.0,98028,3.2528735632183907,1.0098141574441428,0.20808717463409257,0.0,B,Kenmore
428000,3,2.25,2.3636363636363638,2.848056201642379,2.0,0,0.0,98038,2.735632183908046,3.1321779077051577,0.8199083049274618,0.0,B,Maple Valley
486000,4,3.0,2.0545454545454547,1.3928893530165662,2.0,0,0.0,98034,2.528735632183908,1.6128628106076426,0.8434844127564568,0.0,B,Kirkland
345000,3,2.5,2.1272727272727274,1.5975696587079318,1.0,0,1.8928571428571428,98188,2.689655172413793,1.5176446022134058,0.48557961760030877,0.0,B,Seattle
460000,3,2.0,2.6636363636363636,5.532064366070157,2.0,0,1.2321428571428572,98010,2.425287356321839,6.131133848402589,0.5570613474949238,0.0,B,Black Diamond
330000,3,1.0,1.4272727272727272,1.7346560972136518,1.0,0,0.0,98133,1.5862068965517242,1.9058258509083317,1.3600823234318582,0.0,B,Seattle
802000,4,2.25,1.9363636363636363,1.658328191009636,2.0,2,0.0,98006,2.9310344827586206,1.837544372520359,1.183454460257812,0.0,B,Bellevue
550000,3,1.75,1.6727272727272726,1.7849717567760004,1.0,0,0.0,98075,3.2758620689655173,2.990812278137398,0.966767427117118,0.0,B,Sammamish
762500,5,3.5,2.9909090909090907,1.1164380310438127,2.0,0,1.1071428571428572,98052,3.5517241379310347,1.1860513677176863,0.22052756824300115,0.0,B,Redmond
620000,4,2.25,1.7181818181818183,0.8164427778041486,1.5,0,0.9642857142857143,98103,2.103448275862069,0.7934850699519733,2.144929666755483,0.0,B,Seattle
635000,3,1.75,1.1,0.8354298191484312,1.5,0,0.0,98105,2.32183908045977,0.7830444769262894,1.87664348257518,0.0,B,Seattle
630000,6,3.0,2.2454545454545456,1.771111216594674,2.0,0,0.0,98007,2.839080459770115,1.974107329296304,0.7263756557851506,0.0,B,Bellevue
650000,4,2.75,1.7363636363636363,3.1389376750367872,1.0,0,0.875,98117,2.6436781609195403,1.7226978492378366,1.6413969257343417,0.0,B,Seattle
425000,3,1.0,0.9181818181818182,1.1134001044287274,1.0,0,0.0,98116,1.4827586206896552,1.044059302568386,2.2070030044377478,0.0,B,Seattle
451000,2,1.0,0.8181818181818182,1.1392224806569515,1.0,0,0.0,98115,1.6781609195402298,1.0022969304656504,1.5547919403890151,10.0,B,Seattle
450000,3,1.75,1.5818181818181818,1.2911188114112118,1.5,0,0.0,98126,1.1379310344827587,1.4199206514930047,1.4502889589209753,0.0,B,Seattle
571000,4,1.0,1.2272727272727273,0.7594816537713011,1.5,0,0.0,98117,1.7471264367816093,0.8352474420547087,1.8655812714192526,0.0,B,Seattle
346300,4,2.5,2.3545454545454545,2.091992215313049,2.0,0,0.0,98092,2.7586206896551726,1.679264982250992,0.38091125423791106,0.0,B,Auburn
500000,4,2.0,1.9090909090909092,2.396164617648455,1.0,0,0.0,98034,1.9770114942528736,1.637084986427229,0.939479414548094,0.0,B,Kirkland
825000,3,2.5,3.418181818181818,0.998718374709261,2.0,0,0.9464285714285714,98029,3.5402298850574714,1.1092086030486532,0.281645366091199,0.0,B,Issaquah
399950,3,1.75,2.227272727272727,2.848246072055822,1.0,0,0.8392857142857143,98014,2.057471264367816,3.1996241386510755,0.5682154374810501,0.0,B,Carnation
725000,3,3.5,3.3545454545454545,1.6778848435942468,2.0,0,0.0,98065,4.241379310344827,2.001461683023596,0.2961989727946784,0.0,A,Snoqualmie
299900,3,2.25,1.4181818181818182,6.650401101248398,1.0,0,0.48214285714285715,98092,1.9080459770114941,7.3418250156608895,0.663438657099018,0.0,B,Auburn
395000,3,3.5,1.3181818181818181,0.2398063321782883,2.0,0,0.5178571428571429,98199,1.5977011494252873,0.2676968051785341,0.17126213949044003,0.0,B,Seattle
135000,1,1.0,0.7181818181818181,2.4800873403901837,1.0,0,0.0,98168,1.4252873563218391,1.490290248486114,1.5969091961521147,0.0,C,Seattle
525000,4,1.75,1.4545454545454546,1.405041059476907,1.0,0,0.6964285714285714,98125,1.8850574712643677,1.5660889538525788,0.931651338215162,0.0,B,Seattle
340000,3,2.0,1.4272727272727272,2.8465372383348364,1.0,0,0.0,98014,1.8850574712643677,3.1321779077051577,0.30740819007892395,0.0,B,Carnation
275000,2,1.5,1.1545454545454545,6.1090805525229035,1.0,0,0.0,98003,1.4597701149425288,2.129880977239507,1.5049936144213014,0.0,B,Federal Way
870000,4,4.25,2.7363636363636363,0.9278967104950872,2.0,3,1.9107142857142858,98115,2.9195402298850577,1.9576111923157236,1.398689807881366,18.0,A,Seattle
